Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
5/1/2020,ID-YO,Daerah Istimewa Yogyakarta,9,0,5,4,89,7,48,34,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,2.48,24.51,0.00,1.93,7.87%,53.93%,9.00,1.00
5/1/2020,ID-KS,Kalimantan Selatan,9,0,4,5,178,9,24,145,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,2.24,44.25,0.00,2.24,5.06%,13.48%,0.69,1.00
5/1/2020,ID-SR,Sulawesi Barat,1,0,1,0,43,1,5,37,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,27.56,0.00,0.64,2.33%,11.63%,0.25,1.00
5/1/2020,ID-RI,Riau,1,0,0,1,41,6,24,11,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,6.75,0.00,0.99,14.63%,58.54%,,1.00
5/1/2020,ID-KT,Kalimantan Tengah,11,1,2,8,152,7,15,130,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,4.28,59.14,0.39,2.72,4.61%,9.87%,0.61,
5/1/2020,ID-SG,Sulawesi Tenggara,0,0,1,-1,59,2,11,46,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,22.39,0.00,0.76,3.39%,18.64%,0.00,1.00
5/1/2020,ID-BB,Kepulauan Bangka Belitung,9,0,0,9,19,1,4,14,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,6.52,13.77,0.00,0.72,5.26%,21.05%,,1.00
5/1/2020,ID-KU,Kalimantan Utara,15,0,1,14,115,1,5,109,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,23.13,177.36,0.00,1.54,0.87%,4.35%,1.88,1.00
5/1/2020,ID-SU,Sumatera Utara,0,0,0,0,110,14,41,55,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,7.40,0.00,0.94,12.73%,37.27%,0.00,0.00
5/2/2020,ID-GO,Gorontalo,0,0,0,0,15,1,2,12,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,12.70,0.00,0.85,6.67%,13.33%,1.00,1.00
5/2/2020,ID-PA,Papua,29,0,0,29,238,6,48,184,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,6.68,54.83,0.00,1.38,2.52%,20.17%,5.80,1.00
5/2/2020,ID-JB,Jawa Barat,34,1,2,31,974,80,146,748,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.75,21.57,0.02,1.77,8.21%,14.99%,8.50,
5/2/2020,ID-MU,Maluku Utara,0,0,0,0,41,0,4,37,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,31.35,0.00,0.00,0.00%,9.76%,0.00,1.00
5/2/2020,ID-SS,Sumatera Selatan,0,2,0,-2,155,3,28,124,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,18.86,0.24,0.37,1.94%,18.06%,0.00,
5/2/2020,ID-KU,Kalimantan Utara,7,0,0,7,122,1,5,116,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,10.80,188.15,0.00,1.54,0.82%,4.10%,0.47,1.00
5/2/2020,ID-SU,Sumatera Utara,0,0,0,0,110,14,41,55,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.00,7.40,0.00,0.94,12.73%,37.27%,1.00,1.00
5/2/2020,ID-LA,Lampung,0,0,0,0,49,5,13,31,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,5.39,0.00,0.55,10.20%,26.53%,0.00,1.00
5/2/2020,ID-JA,Jambi,0,0,0,0,31,0,1,30,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.00,8.87,0.00,0.00,0.00%,3.23%,1.00,1.00
5/2/2020,ID-ST,Sulawesi Tengah,12,0,0,12,59,3,11,45,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,4.06,19.96,0.00,1.02,5.08%,18.64%,,1.00
5/2/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,3,0,1,2,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,0.55,0.00,0.00,0.00%,33.33%,1.00,1.00
5/2/2020,IDN,Indonesia,292,31,74,187,10843,831,1665,8347,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.10,40.89,0.12,3.13,7.66%,15.36%,0.67,3.88
5/2/2020,ID-KB,Kalimantan Barat,7,0,0,7,65,1,7,57,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,1.29,11.99,0.00,0.18,1.54%,10.77%,2.33,1.00
5/2/2020,ID-NB,Nusa Tenggara Barat,17,0,1,16,248,4,32,212,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,3.23,47.06,0.00,0.76,1.61%,12.90%,5.67,1.00
5/2/2020,ID-JI,Jawa Timur,6,7,3,-4,987,105,153,729,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.15,24.38,0.17,2.59,10.64%,15.50%,0.08,2.33
5/2/2020,ID-SN,Sulawesi Selatan,30,4,10,16,568,39,141,388,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,3.18,60.25,0.42,4.14,6.87%,24.82%,0.54,
5/2/2020,ID-PB,Papua Barat,1,0,0,1,43,0,0,43,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.88,37.70,0.00,0.00,0.00%,0.00%,0.20,1.00
5/2/2020,ID-KR,Kepulauan Riau,0,0,9,-9,84,8,48,28,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,43.54,0.00,4.15,9.52%,57.14%,1.00,1.00
5/2/2020,ID-AC,Aceh,0,0,0,0,11,1,6,4,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,2.10,0.00,0.19,9.09%,54.55%,0.00,1.00
5/2/2020,ID-JK,DKI Jakarta,72,17,25,30,3797,366,467,2964,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,6.64,350.08,1.57,33.74,9.64%,12.30%,0.53,4.25
5/2/2020,ID-SB,Sumatera Barat,10,1,0,9,182,16,31,135,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,1.81,32.98,0.18,2.90,8.79%,17.03%,0.42,
5/2/2020,ID-SA,Sulawesi Utara,0,0,3,-3,43,4,16,23,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,16.28,0.00,1.51,9.30%,37.21%,1.00,1.00
5/2/2020,ID-BT,Banten,9,0,0,9,368,40,34,294,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.84,34.32,0.00,3.73,10.87%,9.24%,0.64,1.00
5/2/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,19,1,4,14,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,13.77,0.00,0.72,5.26%,21.05%,0.00,1.00
5/2/2020,ID-JT,Jawa Tengah,19,0,6,13,756,53,118,585,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.52,20.79,0.00,1.46,7.01%,15.61%,0.86,0.00
5/2/2020,ID-KI,Kalimantan Timur,18,0,0,18,151,1,16,134,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,5.07,42.51,0.00,0.28,0.66%,10.60%,9.00,1.00
5/2/2020,ID-BE,Bengkulu,0,0,0,0,12,2,1,9,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,6.00,0.00,1.00,16.67%,8.33%,1.00,1.00
5/2/2020,ID-BA,Bali,2,0,8,-6,228,2,121,105,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0.47,54.08,0.00,0.47,0.88%,53.07%,0.15,1.00
5/2/2020,ID-MA,Maluku,0,0,0,0,23,0,11,12,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,12.45,0.00,0.00,0.00%,47.83%,1.00,1.00
5/2/2020,ID-KS,Kalimantan Selatan,0,0,0,0,178,9,24,145,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.00,44.25,0.00,2.24,5.06%,13.48%,0.00,1.00
5/2/2020,ID-SG,Sulawesi Tenggara,2,0,0,2,61,2,11,48,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.76,23.15,0.00,0.76,3.28%,18.03%,,1.00
5/2/2020,ID-YO,Daerah Istimewa Yogyakarta,10,0,0,10,99,7,48,44,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,2.75,27.27,0.00,1.93,7.07%,48.48%,1.11,1.00
5/2/2020,ID-SR,Sulawesi Barat,1,0,0,1,44,1,5,38,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.64,28.21,0.00,0.64,2.27%,11.36%,1.00,1.00
5/2/2020,ID-KT,Kalimantan Tengah,1,0,0,1,153,7,15,131,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,59.53,0.00,2.72,4.58%,9.80%,0.09,0.00
5/2/2020,ID-RI,Riau,3,0,2,1,44,6,26,12,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.49,7.24,0.00,0.99,13.64%,59.09%,3.00,1.00
5/3/2020,ID-GO,Gorontalo,0,0,0,0,15,1,2,12,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,12.70,0.00,0.85,6.67%,13.33%,1.00,1.00
5/3/2020,ID-JB,Jawa Barat,13,0,5,8,987,80,151,756,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.29,21.85,0.00,1.77,8.11%,15.30%,0.38,0.00
5/3/2020,ID-KU,Kalimantan Utara,0,0,0,0,122,1,5,116,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,188.15,0.00,1.54,0.82%,4.10%,0.00,1.00
5/3/2020,ID-ST,Sulawesi Tengah,0,0,0,0,59,3,11,45,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,19.96,0.00,1.02,5.08%,18.64%,0.00,1.00
5/3/2020,ID-KR,Kepulauan Riau,3,1,1,1,87,9,49,29,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.55,45.09,0.52,4.66,10.34%,56.32%,,
5/3/2020,ID-KT,Kalimantan Tengah,0,0,0,0,153,7,15,131,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.00,59.53,0.00,2.72,4.58%,9.80%,0.00,1.00
5/3/2020,ID-RI,Riau,8,0,0,8,52,6,26,20,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,1.32,8.56,0.00,0.99,11.54%,50.00%,2.67,1.00
5/3/2020,ID-PA,Papua,0,0,0,0,238,6,48,184,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,54.83,0.00,1.38,2.52%,20.17%,0.00,1.00
5/3/2020,ID-MU,Maluku Utara,9,0,2,7,50,0,6,44,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,6.88,38.23,0.00,0.00,0.00%,12.00%,,1.00
5/3/2020,ID-SS,Sumatera Selatan,28,0,7,21,183,3,35,145,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,3.41,22.27,0.00,0.37,1.64%,19.13%,,0.00
5/3/2020,ID-SU,Sumatera Utara,6,0,0,6,116,14,41,61,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.40,7.80,0.00,0.94,12.07%,35.34%,,1.00
5/3/2020,ID-JA,Jambi,6,0,0,6,37,0,1,36,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,1.72,10.59,0.00,0.00,0.00%,2.70%,,1.00
5/3/2020,ID-LA,Lampung,0,0,0,0,49,5,13,31,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,5.39,0.00,0.55,10.20%,26.53%,1.00,1.00
5/3/2020,ID-NT,Nusa Tenggara Timur,7,0,0,7,10,0,1,9,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,1.29,1.85,0.00,0.00,0.00%,10.00%,,1.00
5/3/2020,ID-KB,Kalimantan Barat,2,0,0,2,67,1,7,59,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.37,12.36,0.00,0.18,1.49%,10.45%,0.29,1.00
5/3/2020,ID-PB,Papua Barat,0,0,0,0,43,0,0,43,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0.00,37.70,0.00,0.00,0.00%,0.00%,0.00,1.00
5/3/2020,IDN,Indonesia,349,14,211,124,11192,845,1876,8471,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.32,42.20,0.05,3.19,7.55%,16.76%,1.20,0.45
5/3/2020,ID-NB,Nusa Tenggara Barat,18,0,4,14,266,4,36,226,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,3.42,50.47,0.00,0.76,1.50%,13.53%,1.06,1.00
5/3/2020,ID-SN,Sulawesi Selatan,24,0,6,18,592,39,147,406,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,2.55,62.80,0.00,4.14,6.59%,24.83%,0.80,0.00
5/3/2020,ID-JI,Jawa Timur,73,5,9,59,1060,110,162,788,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,1.80,26.19,0.12,2.72,10.38%,15.28%,12.17,0.71
5/3/2020,ID-AC,Aceh,1,0,2,-1,12,1,8,3,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.19,2.29,0.00,0.19,8.33%,66.67%,,1.00
5/3/2020,ID-SB,Sumatera Barat,13,0,5,8,195,16,36,143,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,2.36,35.33,0.00,2.90,8.21%,18.46%,1.30,0.00
5/3/2020,ID-JT,Jawa Tengah,9,1,8,0,765,54,126,585,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.25,21.04,0.03,1.48,7.06%,16.47%,0.47,
5/3/2020,ID-SR,Sulawesi Barat,0,0,0,0,44,1,5,38,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,28.21,0.00,0.64,2.27%,11.36%,0.00,1.00
5/3/2020,ID-JK,DKI Jakarta,60,5,116,-61,3857,371,583,2903,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,5.53,355.61,0.46,34.21,9.62%,15.12%,0.83,0.29
5/3/2020,ID-SA,Sulawesi Utara,0,0,0,0,43,4,16,23,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.00,16.28,0.00,1.51,9.30%,37.21%,1.00,1.00
5/3/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,20,1,4,15,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,14.50,0.00,0.72,5.00%,20.00%,,1.00
5/3/2020,ID-BT,Banten,5,0,0,5,373,40,34,299,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.47,34.79,0.00,3.73,10.72%,9.12%,0.56,1.00
5/3/2020,ID-KI,Kalimantan Timur,8,0,0,8,159,1,16,142,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,2.25,44.76,0.00,0.28,0.63%,10.06%,0.44,1.00
5/3/2020,ID-BA,Bali,25,0,22,3,253,2,143,108,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,5.93,60.01,0.00,0.47,0.79%,56.52%,12.50,1.00
5/3/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,100,7,48,45,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,27.54,0.00,1.93,7.00%,48.00%,0.10,1.00
5/3/2020,ID-BE,Bengkulu,0,0,0,0,12,2,1,9,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,6.00,0.00,1.00,16.67%,8.33%,1.00,1.00
5/3/2020,ID-MA,Maluku,0,0,0,0,23,0,11,12,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,12.45,0.00,0.00,0.00%,47.83%,1.00,1.00
5/3/2020,ID-SG,Sulawesi Tenggara,0,1,0,-1,61,3,11,47,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,23.15,0.38,1.14,4.92%,18.03%,0.00,
5/3/2020,ID-KS,Kalimantan Selatan,16,0,0,16,194,9,24,161,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,3.98,48.22,0.00,2.24,4.64%,12.37%,,1.00
5/4/2020,ID-GO,Gorontalo,0,0,0,0,15,1,2,12,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,12.70,0.00,0.85,6.67%,13.33%,1.00,1.00
5/4/2020,ID-KU,Kalimantan Utara,8,0,0,8,130,1,5,124,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,12.34,200.49,0.00,1.54,0.77%,3.85%,,1.00
5/4/2020,ID-KT,Kalimantan Tengah,23,0,1,22,176,7,16,153,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,8.95,68.47,0.00,2.72,3.98%,9.09%,,1.00
5/4/2020,ID-SS,Sumatera Selatan,0,1,7,-8,183,4,42,137,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,22.27,0.12,0.49,2.19%,22.95%,0.00,
5/4/2020,ID-NB,Nusa Tenggara Barat,0,0,0,0,266,4,36,226,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.00,50.47,0.00,0.76,1.50%,13.53%,0.00,1.00
5/4/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,61,3,11,47,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,23.15,0.00,1.14,4.92%,18.03%,1.00,0.00
5/4/2020,ID-KS,Kalimantan Selatan,3,0,0,3,197,9,24,164,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.75,48.97,0.00,2.24,4.57%,12.18%,0.19,1.00
5/4/2020,ID-JB,Jawa Barat,187,1,7,179,1174,81,158,935,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,4.14,26.00,0.02,1.79,6.90%,13.46%,14.38,
5/4/2020,ID-ST,Sulawesi Tengah,0,0,0,0,59,3,11,45,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,19.96,0.00,1.02,5.08%,18.64%,1.00,1.00
5/4/2020,ID-KR,Kepulauan Riau,0,0,3,-3,87,9,52,26,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,45.09,0.00,4.66,10.34%,59.77%,0.00,0.00
5/4/2020,ID-RI,Riau,5,0,0,5,57,6,26,25,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.82,9.38,0.00,0.99,10.53%,45.61%,0.63,1.00
5/4/2020,ID-MU,Maluku Utara,0,0,0,0,50,0,6,44,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,38.23,0.00,0.00,0.00%,12.00%,0.00,1.00
5/4/2020,ID-PA,Papua,0,0,0,0,238,6,48,184,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,54.83,0.00,1.38,2.52%,20.17%,1.00,1.00
5/4/2020,ID-SU,Sumatera Utara,6,0,0,6,122,14,41,67,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.40,8.20,0.00,0.94,11.48%,33.61%,1.00,1.00
5/4/2020,ID-LA,Lampung,4,0,0,4,53,5,13,35,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.44,5.83,0.00,0.55,9.43%,24.53%,,1.00
5/4/2020,IDN,Indonesia,395,19,78,298,11587,864,1954,8769,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.49,43.69,0.07,3.26,7.46%,16.86%,1.13,1.36
